name,label
ch-minute-barchart-96.png,3
ch-minute-barchart-97.png,2
ch-minute-barchart-98.png,0
ch-minute-barchart-100.png,3
ch-minute-barchart-101.png,3
ch-minute-barchart-102.png,2
ch-minute-barchart-103.png,3
ch-minute-barchart-104.png,3
ch-minute-barchart-105.png,1
ch-minute-barchart-106.png,0
ch-minute-barchart-107.png,1
ch-minute-barchart-108.png,2
ch-minute-barchart-110.png,3
ch-minute-barchart-111.png,0
ch-minute-barchart-112.png,0
ch-minute-barchart-113.png,0
ch-minute-barchart-114.png,3
ch-minute-barchart-115.png,3
ch-minute-barchart-116.png,0
ch-minute-barchart-117.png,0
ch-minute-barchart-118.png,3
ch-minute-barchart-120.png,0
ch-minute-barchart-121.png,0
ch-minute-barchart-122.png,0
ch-minute-barchart-123.png,1
ch-minute-barchart-124.png,0
ch-minute-barchart-125.png,3
ch-minute-barchart-126.png,1
ch-minute-barchart-127.png,0
ch-minute-barchart-128.png,3
ch-minute-barchart-130.png,0
ch-minute-barchart-131.png,0
ch-minute-barchart-132.png,1
ch-minute-barchart-133.png,2
ch-minute-barchart-134.png,1
ch-minute-barchart-135.png,0
ch-minute-barchart-136.png,3
ch-minute-barchart-137.png,0
ch-minute-barchart-138.png,0
ch-minute-barchart-140.png,2
ch-minute-barchart-141.png,3
ch-minute-barchart-142.png,3
ch-minute-barchart-143.png,0
ch-minute-barchart-144.png,0
ch-minute-barchart-145.png,0
ch-minute-barchart-146.png,3
ch-minute-barchart-147.png,0
ch-minute-barchart-148.png,3
ch-minute-barchart-150.png,0
ch-minute-barchart-151.png,0
ch-minute-barchart-152.png,3
ch-minute-barchart-153.png,2
ch-minute-barchart-154.png,0
ch-minute-barchart-155.png,0
ch-minute-barchart-156.png,0
ch-minute-barchart-157.png,0
ch-minute-barchart-158.png,0
ch-minute-barchart-160.png,3
ch-minute-barchart-161.png,3
ch-minute-barchart-162.png,2
ch-minute-barchart-163.png,3
ch-minute-barchart-164.png,3
ch-minute-barchart-165.png,0
ch-minute-barchart-166.png,1
ch-minute-barchart-167.png,2
ch-minute-barchart-168.png,0
ch-minute-barchart-170.png,0
ch-minute-barchart-171.png,3
ch-minute-barchart-172.png,0
ch-minute-barchart-173.png,0
ch-minute-barchart-174.png,1
ch-minute-barchart-175.png,3
ch-minute-barchart-176.png,1
ch-minute-barchart-177.png,3
ch-minute-barchart-178.png,3
ch-minute-barchart-180.png,0
ch-minute-barchart-181.png,1
ch-minute-barchart-182.png,0
ch-minute-barchart-183.png,0
ch-minute-barchart-184.png,0
ch-minute-barchart-185.png,0
ch-minute-barchart-186.png,3
ch-minute-barchart-187.png,3
ch-minute-barchart-188.png,0
ch-minute-barchart-190.png,3
ch-minute-barchart-191.png,3
ch-minute-barchart-192.png,3
ch-minute-barchart-193.png,3
ch-minute-barchart-194.png,3
ch-minute-barchart-195.png,2
ch-minute-barchart-196.png,0
ch-minute-barchart-197.png,0
ch-minute-barchart-198.png,2
ch-minute-barchart-200.png,3
ch-minute-barchart-201.png,0
ch-minute-barchart-202.png,0
ch-minute-barchart-203.png,1
ch-minute-barchart-204.png,3
ch-minute-barchart-205.png,3
ch-minute-barchart-206.png,1
ch-minute-barchart-207.png,3
ch-minute-barchart-208.png,0
ch-minute-barchart-210.png,2
ch-minute-barchart-211.png,3
ch-minute-barchart-212.png,3
ch-minute-barchart-213.png,3
ch-minute-barchart-214.png,3
ch-minute-barchart-215.png,3
ch-minute-barchart-216.png,1
ch-minute-barchart-217.png,0
ch-minute-barchart-218.png,0
ch-minute-barchart-220.png,1
ch-minute-barchart-221.png,3
ch-minute-barchart-222.png,2
ch-minute-barchart-223.png,3
ch-minute-barchart-224.png,3
ch-minute-barchart-225.png,3
ch-minute-barchart-226.png,0
ch-minute-barchart-227.png,3
ch-minute-barchart-228.png,2
ch-minute-barchart-230.png,3
ch-minute-barchart-231.png,1
ch-minute-barchart-232.png,2
ch-minute-barchart-233.png,1
ch-minute-barchart-234.png,1
ch-minute-barchart-235.png,3
ch-minute-barchart-236.png,2
ch-minute-barchart-237.png,0
ch-minute-barchart-238.png,3
ch-minute-barchart-240.png,0
ch-minute-barchart-241.png,0
ch-minute-barchart-242.png,0
ch-minute-barchart-243.png,3
ch-minute-barchart-244.png,3
ch-minute-barchart-245.png,0
ch-minute-barchart-246.png,0
ch-minute-barchart-247.png,1
ch-minute-barchart-248.png,3
ch-minute-barchart-250.png,0
ch-minute-barchart-251.png,3
ch-minute-barchart-252.png,2
ch-minute-barchart-253.png,0
ch-minute-barchart-254.png,3
ch-minute-barchart-255.png,3
ch-minute-barchart-256.png,1
ch-minute-barchart-257.png,2
ch-minute-barchart-258.png,2
ch-minute-barchart-260.png,3
ch-minute-barchart-261.png,1
ch-minute-barchart-262.png,0
ch-minute-barchart-263.png,0
ch-minute-barchart-264.png,3
ch-minute-barchart-265.png,0
ch-minute-barchart-266.png,0
ch-minute-barchart-267.png,0
ch-minute-barchart-268.png,1
ch-minute-barchart-270.png,3
ch-minute-barchart-271.png,3
ch-minute-barchart-272.png,3
ch-minute-barchart-273.png,0
ch-minute-barchart-274.png,1
ch-minute-barchart-275.png,0
ch-minute-barchart-276.png,0
ch-minute-barchart-277.png,0
ch-minute-barchart-278.png,1
ch-minute-barchart-280.png,3
ch-minute-barchart-281.png,0
ch-minute-barchart-282.png,0
ch-minute-barchart-283.png,3
ch-minute-barchart-284.png,3
ch-minute-barchart-285.png,3
ch-minute-barchart-286.png,3
ch-minute-barchart-287.png,0
ch-minute-barchart-288.png,1
ch-minute-barchart-290.png,2
ch-minute-barchart-291.png,1
ch-minute-barchart-292.png,0
ch-minute-barchart-293.png,0
ch-minute-barchart-294.png,0
ch-minute-barchart-295.png,0
ch-minute-barchart-296.png,0
ch-minute-barchart-297.png,3
ch-minute-barchart-298.png,3
ch-minute-barchart-300.png,0
ch-minute-barchart-301.png,0
ch-minute-barchart-302.png,0
ch-minute-barchart-303.png,3
ch-minute-barchart-304.png,3
ch-minute-barchart-305.png,0
ch-minute-barchart-306.png,0
ch-minute-barchart-307.png,0
ch-minute-barchart-308.png,0
ch-minute-barchart-310.png,3
ch-minute-barchart-311.png,1
ch-minute-barchart-312.png,0
ch-minute-barchart-313.png,0
ch-minute-barchart-314.png,3
ch-minute-barchart-315.png,3
ch-minute-barchart-316.png,0
ch-minute-barchart-317.png,0
ch-minute-barchart-318.png,0
ch-minute-barchart-320.png,3
ch-minute-barchart-321.png,3
ch-minute-barchart-322.png,3
ch-minute-barchart-323.png,1
ch-minute-barchart-324.png,1
ch-minute-barchart-325.png,2
ch-minute-barchart-326.png,3
ch-minute-barchart-327.png,1
ch-minute-barchart-328.png,2
ch-minute-barchart-330.png,0
ch-minute-barchart-331.png,3
ch-minute-barchart-332.png,3
ch-minute-barchart-333.png,3
ch-minute-barchart-334.png,3
ch-minute-barchart-335.png,3
ch-minute-barchart-336.png,1
ch-minute-barchart-337.png,3
ch-minute-barchart-338.png,3
ch-minute-barchart-340.png,0
ch-minute-barchart-341.png,0
ch-minute-barchart-342.png,2
ch-minute-barchart-343.png,3
ch-minute-barchart-344.png,0
ch-minute-barchart-345.png,3
ch-minute-barchart-346.png,3
ch-minute-barchart-347.png,1
ch-minute-barchart-348.png,3
ch-minute-barchart-350.png,3
ch-minute-barchart-351.png,3
ch-minute-barchart-352.png,3
ch-minute-barchart-353.png,0
ch-minute-barchart-354.png,0
ch-minute-barchart-355.png,0
ch-minute-barchart-356.png,3
ch-minute-barchart-357.png,2
ch-minute-barchart-358.png,3
ch-minute-barchart-360.png,1
ch-minute-barchart-361.png,0
ch-minute-barchart-362.png,0
ch-minute-barchart-363.png,3
ch-minute-barchart-364.png,3
ch-minute-barchart-365.png,1
ch-minute-barchart-366.png,2
ch-minute-barchart-367.png,3
ch-minute-barchart-368.png,0
ch-minute-barchart-370.png,3
ch-minute-barchart-371.png,3
ch-minute-barchart-372.png,0
ch-minute-barchart-373.png,0
ch-minute-barchart-374.png,1
ch-minute-barchart-375.png,3
ch-minute-barchart-376.png,3
ch-minute-barchart-377.png,3
ch-minute-barchart-378.png,1
ch-minute-barchart-380.png,3
ch-minute-barchart-381.png,0
ch-minute-barchart-382.png,3
ch-minute-barchart-383.png,1
ch-minute-barchart-384.png,2
ch-minute-barchart-385.png,3
ch-minute-barchart-386.png,0
ch-minute-barchart-387.png,0
ch-minute-barchart-388.png,0
ch-minute-barchart-390.png,3
ch-minute-barchart-391.png,2
ch-minute-barchart-392.png,3
ch-minute-barchart-393.png,3
ch-minute-barchart-394.png,1
ch-minute-barchart-395.png,2
ch-minute-barchart-396.png,0
ch-minute-barchart-397.png,0
ch-minute-barchart-398.png,3
ch-minute-barchart-400.png,0
ch-minute-barchart-401.png,0
ch-minute-barchart-402.png,0
ch-minute-barchart-403.png,0
ch-minute-barchart-404.png,3
ch-minute-barchart-405.png,1
ch-minute-barchart-406.png,3
ch-minute-barchart-407.png,3
ch-minute-barchart-408.png,1
ch-minute-barchart-410.png,0
ch-minute-barchart-411.png,3
ch-minute-barchart-412.png,3
ch-minute-barchart-413.png,0
ch-minute-barchart-414.png,3
ch-minute-barchart-415.png,3
ch-minute-barchart-416.png,0
ch-minute-barchart-417.png,1
ch-minute-barchart-418.png,0
ch-minute-barchart-420.png,2
ch-minute-barchart-421.png,1
ch-minute-barchart-422.png,0
ch-minute-barchart-423.png,3
ch-minute-barchart-424.png,0
ch-minute-barchart-425.png,0
ch-minute-barchart-426.png,0
ch-minute-barchart-427.png,3
ch-minute-barchart-428.png,3
ch-minute-barchart-430.png,0
ch-minute-barchart-431.png,2
ch-minute-barchart-432.png,3
ch-minute-barchart-433.png,0
ch-minute-barchart-434.png,0
ch-minute-barchart-435.png,3
ch-minute-barchart-436.png,1
ch-minute-barchart-437.png,0
ch-minute-barchart-438.png,3
ch-minute-barchart-440.png,1
ch-minute-barchart-441.png,0
ch-minute-barchart-442.png,1
ch-minute-barchart-443.png,0
ch-minute-barchart-444.png,0
ch-minute-barchart-445.png,1
ch-minute-barchart-446.png,3
ch-minute-barchart-447.png,3
ch-minute-barchart-448.png,3
ch-minute-barchart-450.png,3
ch-minute-barchart-451.png,1
ch-minute-barchart-452.png,2
ch-minute-barchart-453.png,0
ch-minute-barchart-454.png,0
ch-minute-barchart-455.png,0
ch-minute-barchart-456.png,2
ch-minute-barchart-457.png,1
ch-minute-barchart-458.png,2
ch-minute-barchart-460.png,0
ch-minute-barchart-461.png,0
ch-minute-barchart-462.png,1
ch-minute-barchart-463.png,3
ch-minute-barchart-464.png,1
ch-minute-barchart-465.png,0
ch-minute-barchart-466.png,0
ch-minute-barchart-467.png,0
ch-minute-barchart-468.png,0
ch-minute-barchart-470.png,0
ch-minute-barchart-471.png,3
ch-minute-barchart-472.png,3
ch-minute-barchart-473.png,3
ch-minute-barchart-474.png,3
ch-minute-barchart-475.png,3
ch-minute-barchart-476.png,3
ch-minute-barchart-477.png,0
ch-minute-barchart-478.png,2
ch-minute-barchart-480.png,0
ch-minute-barchart-481.png,3
ch-minute-barchart-482.png,1
ch-minute-barchart-483.png,0
ch-minute-barchart-484.png,3
ch-minute-barchart-485.png,1
ch-minute-barchart-486.png,0
ch-minute-barchart-487.png,3
ch-minute-barchart-488.png,3
ch-minute-barchart-490.png,3
ch-minute-barchart-491.png,0
ch-minute-barchart-492.png,2
ch-minute-barchart-493.png,3
ch-minute-barchart-494.png,3
ch-minute-barchart-495.png,3
ch-minute-barchart-496.png,3
ch-minute-barchart-497.png,3
ch-minute-barchart-498.png,1
